id,English,LabelTask1
1903,@acheatingvegan @AdubbMz @KimeeBe Baby girl. I’m great in life. You have no idea. No one is hurt. I have all the options in the world when it comes to women. I don’t know if you can say the same because i don’t know or your situation with men. But I doubt it lol,1
2879,@maraomaude @DrBiden Wait till 2024 feminazi.,1
2452,@knowledge_n6 Then to tell/shame a women into being “good enough” of the right man My point was spend time with your girls cus you love them NOT cus you are trying to make sure they don’t becomes hoes/strippers Cus your son can be that just as easy,1
3589,"@thiagowo_ Good day like this you seem like a fairy-tale maiden and I want to make you an indecent proposal, invite you to my humble home on the schedule that best suits you. Best regards beautiful damsel you want to eat the pussy whore",1
6343,"@comeaslwt @TatinhoAguirre @GenoveseMoraa @Deimiansg @birrafuriosa @PabloAgustin So... Radical feminism only defends the ""traditional"" woman (see that she is a woman from birth) but if you are trans right? And what does political subject mean? (It's a calm question, I don't want to generate bard, let alone just want to get a doubt out of me)",1
5363,"@Mailouist @blushgress What if I don't agree is with hembrismNot everything is wrong in the world and give it so much importance or keep encouraging that the word ""sweeps"" (as we use it) is only to denigrate in my concept this evil.",1
1879,@ChrisExcel102 Kodwa i dont think yall will ever know the damage yall do to a woman when yall cheat. You can love her till the sky falls but cheating does so much damage hence we have women called evil  bitter witches today.,1
3229,This bint hahaha  https://t.co/erWAc1PoLi,1
6011,Poor blonde I called dumb.,1
1950,coming in to the party and one trans streamer and she had skimpy clothes on with a very short skirt so I looked below her skirt to see if she still had her dick and she had and just giggled. I grabbed a lamp that looked like several big balls that was connected together,1
1524,@carinavanessaa_ be my trophy wife,1
1898,"Ato go wana Bursar ein office.He Dey there Dey beg for Fees deadline extension Wey Stella comort from bursar ein washroom Dey try fix ein bra. Stella say she go pee. Ato conf.He come class Dey ask me “Staph , women Dey remove bra before them Pee?”I say No woman,No Cry  https://t.co/2llOkF8wdq",1
3947,"I just remembered that the very slut asked me for the dm of strategy when we had a few votes, THE PEDO PQ NEVER WAS TEUME OSEA??????**&amp;amp;? https://t.co/Ts1GRzLJtX",1
3149,@ChongLiMMA SHUT YOUR WHORE MOUTH!!,1
3448,The hatred I have for you is never going to get rid of me.,1
1909,@vvinslow @dystopianking That im a whore and im looking,1
1078,"Ill have you bleeding out your cunts slow for good many tampons needed for you , just for fun as the up rooters thinking they control something, belittling is for the bitches like poodles to Zeus , thanks for the info good stuff sucking it up like a termite, upheaval for man kind",1
6069,the advantage of being a woman is that you don't notice when these hornyWomen:1 Men:0,1
2183,@absondabs @lewasntme He called me frigid on Xmas day imagine,1
6511,@DecidedSingle Ah poto is going to squeeze your banged pockets you can see how lizardish,1
5902,"@NauterFuck @ElNismeado @ZoeZiacok @DarkRonny23 No but most men are. I also live by repeating in the comments that not everyone is. But, well, they always hold on to the same stupidity.",1
560,"I was in this I don't remember the name gc, they durs tal some sexist shit, and even days after I left the chat because I in any way do not want to be associated with ppl who call all girls dumb they keep texting me and calling me out because I dared to stand for my gender? https://t.co/CqQhCQCSjh",1
2234,"@SandyCarmin So no more ""Sugar Tits""???",1
5806,Sentenced to five and a half years in prison for raping and stealing in Elche a woman he had met on social mediahttps://t.co/5rxU4XlP6i,1
2429,"Nope...Just like its mom's job to scramble and figure out the family schedule when dad has ""shit to do"", its the #DEM House's responsibility to compromise with a recalcitrant Senate #GOP because #patriarchy.Journalism says they're going for balance, but that's bullshit.4/",1
5392,"@ElMeroM03756035 @Ro_Carranzat with the phrase I meant that I find it hypocritical to say that feminism is bullshit and being a woman, because thanks to him today you have rights. And on the other hand, those who fight for women's rights are women. for more than a man ""invented"" it",1
1065,The #Rachakonda @CyberCrimeRck police arrested a #CyberStalker who uploaded the phone number and details of a married woman on #LocantoDatingSite and #harassed her. @TelanganaDGP @TelanganaCOPs @cyberabadpolice @hydcitypolice https://t.co/VGPvyl4kTL,1
5270,27 days tic touch tic toc #RevocatoriaClaudiaLopez we are sucking off this guasona marimacho of corrupt annoying people @ClaudiaLopez https://t.co/l9hDNl0sfF,1
5813,@oevc1234 @charovargas_ The issue is not to differentiate between hembrism or feminism (with that there is division not equality)my reflection that social progress is achieved with established feminism or hembrism?,1
4534,@marselinouu @marcelino you're a little girl,1
6203,@Ganchito64 @miilenaaromero @ElPagapensisions @yonacosplay @sanchezlc He loves to beat women and use them as boxing bags but tiaaaa they are Moorish we will not tell them anything but we are racist,1
4688,"Feminists who care about women? Ha, what's next? Communist Christians? vegans who eat meat? You and me together?",1
6939,"@lovingjk3 Women have to have the right to murder their entire guaguas is their body.And men don't pay if the mines want to keep the guaguas!!Come on 2020!!Oh, my God!",1
6402,From feminists says haja where you have to sign https://t.co/WRiYB1MkkS,1
5359,"Looks like a girl to be a boy, Sasha stared at him, trying to ""investigate"" https://t.co/P6Ky3AVLT6",1
2912,"The cock carousel will leave women with memories they wish they could forget, with a past they cannot turn back from. And with a cold and lonely future. https://t.co/ch4B6LaeRH",1
3402,"Ancient Uses of Makeup - it hasn't changed much! » Wim Vincken https://t.co/0V7rDhNgfs Spending quality time in front of a mirror is a daily ritual millions of women can't do without, whether they're preparing for an average day at work, a big event, or a date with that someone https://t.co/WveG3USjVj",1
3148,"@iamOBCharles @Arieyonaa You sef see am,I don't know what's wrong with our ladies this days, most of them are ment,so they supposed we men to accord them respect with all this nonesense they're doing,they must be crazy, and if any of you ladies want come for me on these, just know you are mad",1
6617,"Expelled from ICADE and ""bitch and wolf hunter"": Pablo Casado's student years via @El_Plural https://t.co/QLpCe3PA4S",1
278,"And we'll hang out in the coolest barsIn the V.I.P. with the movie starsEvery good gold digger's gonna wind up thereEvery Playboy Bunny with her bleached blond hair and, wellHey, hey, I wanna be a rockstarHmm, hey, hey, I wanna be a rockstar",1
2460,@stevieanntas @SarahKWilliam @JACBailey1 No she argues women were oppressed... as were men....  the feminsit argument was women were orpessed BY men who were privileged.... a complete and utter lie... and narcism beyond belief (feminism is just a collective manifestation of toxic femininity),1
6942,Bitch feeling just tell me you want us to see that I'll be on for you.,1
2468,@zaccooper98 Good. A gold digger AND a hoe,1
5593,"No, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no., no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no https://t.co/sCNIRmouMk",1
5403,That fine line between wanting to be a successful-professional-workaholic woman who lives by her work and leaving everything and being a vase woman who spends the day spa with her friends. There is no in between,1
3963,I love Smash because I can hit women,1
1922,@MichaelBensonn @TheAthleticMMA Call me sexist but I have zero interest in women’s boxing,1
1747,I know I be given off dumb blonde energy with a dash of depression sprinkled on top (2B%) https://t.co/bCmS9DmWPW,1
307,I was going to go out in a long gold flowing skirt but my husband told me to show my butt so i compromised with a short 2006 Herve Leger gold mini skirt... he’s very happy about my butt these days..,1
6393,"Do you really blame her for fucking the woman? Pavón was making it compulsory? Nothing, may machismo continue to endure and over the TV as a speaker. Shame on you #The Strong House20",1
3336,Just blocked 23 women.   You got one time to look like you want my stimulus check,1
5639,"@adn2779 @suarezcheche @jona2118 @CruzAzulCD To see stupid @suarezcheche that happens to you Because you are a lizard offered, you have not enough kisses that I give you in the chimuelo or quee!...by offering yourself to a footballer you have to believe that @jona2118 has the gold butter or that!...By the way kisses on your little head @jona2118",1
2964,"@baranskini Okay, call me sexist but besides the whole dictatorship debacle, that bitch was real tiny too",1
203,@yayaalvarezz make me slutbag,1
1549,@TrumpVoterWTF @realDonaldTrump @RealDrGina @RealAmVoice It's fine.  You're a dumb person.  Especially for liking a man that says he can grab any woman down there.  I bet you like it too huh?  You're sick if you'd like to get raped by him.,1
5433,With all the crying I ended up doing like a little girl who can't talk while crying ayud no longer gives me laugh,1
3289,bitches will be violent as hell to other bw on #here all day but as soon as they get held accountable its “why are y’all pitting women against each other” fuck y’all and ur fake ass feminism,1
6081,"AND THEY HAVE IT WITH THE TAPITAS, THAT'S A CAMPAIGN. IT'S NOT A FRYED BURN OF FUCKING BUDGET SOURCE.",1
2791,"Hira Mani is the most problematic female celebrity we have in #Pakistan. She chooses scripts that mostly demean women, is proud that she cheated her bff to steal her boyfriend and looks down on women who don't choose marriage. #hiramani #Patriarchy #Pakistani",1
5871,@VelazcoAgus @AgustinLaje @DipFerreyra Jaj. I read this and remember the trans man who got pregnant with a trans woman. His idea of evolution is plastic as his bell movement.,1
5683,"Being a girl is easy, you just have to be a dramatic one that needs attention, skunk with everything that moves to get it and finish off eating the first dick that passes close, and then say that men are assholes.Here we all know how to say assholes lady. https://t.co/1fSX6ucwXP",1
6536,@cerezadorada_41 But that skirt is very short,1
2724,Look man... This couldn’t have gone any other way. I was born into a life that’s oppressive to women. I was born into a life that would have resulted in a failure.. I made mistakes personally &amp; I know what mistakes I made.. I know my role in disaster.,1
6769,Don't fall in love with a woman who's interested in politics and who's rebellious and casts an immense horror at injustices.,1
2049,@Flamingo69Donut @undeadscribe It's not games. Most women will always have people interested in in them solely for sex so alot of them have developed ways to tell who a person is beforehand. You have to earn it in a way a woman will appreciate and you don't want a woman who only cares about looks.,1
2823,@devourspectt i dont have one u slag,1
872,"@BBCJohnBeattie @BBCRadioScot Here is a question to which the answer is so bloody obviously 'no', that it's surreal it should even need discussion. Yet given what's being gifted to men claiming to be women, at women &amp; girls' expense, the issue needs publicising. Male against female boxing next?#womensrights",1
1048,"@jamesonfarlow @Nobzilla Imagine a woman being physically overpowered by a man and then telling the woman she sinned because her skirt was too short. It seems you might be trying to do the same thing. Do not underestimate the psychological and spiritual power a very influential ""celebrity"" leader has.",1
1405,Elisabeth Simpson and the dirty old man get ready to spank two women https://t.co/1Y41wpZ7YC,1
2368,"Bitch, you’re coming home with your trophy wife. https://t.co/JNROKcSV8H",1
3953,I'm in my main account: I'm a tough guy. Nothing affects me. I hate women.,1
2293,"If your husband is going to work every day, paying the bills, paying for food and all of your necessities, the least you can do it vacuum the floor and cook him a damn meal. Enough of this “iTs NoT A WoMaNS ObLiGaTiOn To CoOk AnD ClEaN”.",1
958,@CloverzIsSexy This shit was really funny lil bro. I just lied straight to your face this has to be some of the lamest shit i've seen on twitter in a min bro i honestly don't know why people like yourself shit talk LOOK AT YOU MASS FOLLOWING AND A BITCH?? like bro at this point just deactivate,0
4053,"@GodPizza1 @Helentori2 And me in the stand-up camera and Renato Itachi of stage player... -_-) F because you don't value our great work, the next thing you were filming pal twitter are the hairs of the ass",0
246,"“Only the ones that deserve it.”Jason firmly shook the mans hands as they introduced themselves.“It gets the job done, quick and efficiently.” https://t.co/ApgJtLmapD",0
3562,"#ChaoFrenteAmplio y de paso chao communist party, are the scum of the world!Oh, my God!",0
6770,"It makes me very sad sometimes that we need sex education so much, especially women, they don't teach us to understand the signs that our body gives us, besides I'm afraid to look for my symptoms on the internet because it's always that: EMBARAZO, Papiloma, Endometriosis",0
6795,From Twitteros to Congressmen it's the same shit as going from being Activist to Contractor as well as the ladies of #restemos. Don't make me fucking laugh anymore.,0
4733,@jeanpieranaya People's desire regulated by androcentrism. Under well-arbitrary standards,0
2424,the skywalkers manspreading over everything in the star wars universe https://t.co/yFE94B2eiH,0
2236,The Slovenian Slutbag stayed w a Russian red color. https://t.co/KzgNvfZZRO,0
5207,"#YoSíTe Creo issued a statement in which ""federates from 14 years of age and FMC contributors"" belonging to the feminist platform reject ""the participation of the organization and the use of its banner in an act of repudiation https://t.co/7OtIU8FPHP https://t.co/mPK7tRism2",0
2263,“You look like a nigga so I got every right to hit you” bitch I will shoot your kneecaps off,0
2824,@glenn76833403 @FrankAmari2 @RSBNetwork @realDonaldTrump for 4 years You dems RESISTED 45 ...but now yall say the GOP are the dividers....Media is Propaganda for dems.. China owns dems.. Not one dem has condemned china over virus BUT ALL YOU DEMS BLAME 45 RESPONSE..,0
4968,"My cousin comes to my house on the 7th and she's gonna stay like two weeks, everything that's okay with this woman I love her.",0
1974,Tigers 12If i understand his lies and he knows i can understand himIf he lied it's not a lie because i can relateThey love to have funAnd acting sure is a good hobbyBut if women are brave men are good actorsTiger : Bullshit i deserve an oscar,0
6648,"""If a few months ago he launched a powerful message against male dispatching underground, better known as #manspreading, he now focuses on eradicating #machismo, in general, from convoys""https://t.co/qDuYUL67Mr",0
2161,"@Stintzi @jonathanwlod @Arsenalpulp @goodreads @corinnemanning congrats, john!!! it's a beautiful book",0
184,"@VootSelect @EndemolShineIND @RubinaSquad_ @RubinaDilaikFP_ @Jasminbhasinn @JasminBhasin120 Undoubtedly #RubinaIsTheBoss.. A strong woman who knows what it takes to be a winner.. She has been the same from day 1, absolutely classy and knows how to speak for herself. Not just this week, she is the boss this whole season of Bigg Boss 14.",0
886,"Disappointed I never worked for a trust, so no employer to have given me access to CELF or other standardised Ax. Man I feel left out!  I need cake",0
6467,I dreamt that a bird I was going to that with was making me mansplaining??????? BUT WE WERE IN A POSTPOCALYSIS IN THE FUTURE I'M HARTA,0
4580,Let's make trending copy the hashtags the more post scope has #AZTECANOTICS #TELEMUNDO#NEWSTELEVISA#TELEDIARY#PFPapoya #FGJ #Government of the State #PFP #CNDH #yositetecreo #niunaminos #IACHR #CDMX #SEDENS #National Guard#NoneMenosMENOS#veracruzmexico#ElUniversal https://t.co/9mtsvjP6wQ,0
3058,@NotSoSlummy @findaprince @Tinder #NotAllMen either before someone jumps down my throat,0
6505,"Raised only by her mother, an independent woman, Fini experienced a free lifestyle and bohemian. In a deeply rebellious spirit, from a very young age he developed a fascination with drawing as a tool to understand the world around him. https://t.co/3AE8SUVtvf",0
4047,"Ay @unsal_yeliz! How you feel! He prefers that @Baharemeli5 return to @Enver_Sarikadi. He's terrified I'll end up with @ArifWoman! But that's over, dear, that man is past water#Woman1Dic https://t.co/cP2Thw1q9a",0
2329,@bestofyourseIf you just unlocked a repressed memory in my brain,0
1005,thinking https://t.co/d3XxDnMwBL,0
2941,"@SpeakerPelosi I think not..it is cruel to not put anything in writing then change the agreement.i have to wait, so due you. you are so concerned about me. well, work with me..it is getting ugly out here..not broke but do not want to be",0
1956,@__Tamster Girl I swear. I’m over here crying because this girl canceled my hair appointment for tomorrow and I’ve had this appointment set up for over a week now,0
976,"@CasinoGrounds we all know what's behind window 24 don't we? A signed photo of me for all the ladies! @misskblackwood Bella, Vladlena, Keita, random girls in pink on side bet city, all girls in stream....you fudging lucky people! Merry Xmas to you #BlancoClaus #Xmas #DingDing https://t.co/s2Ch4KWgjt",0
6822,@miloggressbless I like to be called sorra bitch is my that doesn't offend me at all on the contrary I feel like it's a flower,0
1625,@Jim_Jordan And  Gym Jordan’s friends won’t be able to sodomize you if they don’t know where you are!,0
6636,"How can they call themselves men or women and continue to allow abuse in a state of defenselessness, have they gotten me into prostitution or drugs and that's why they've kept harassing me while most of them have children, money, vacations... I will never forgive you https://t.co/nLYWfth0xn https://t.co/QOUEUUS7ZxO",0
1785,Nah your telling my Gerard wanted to be straight so bad that the first mf woman he saw who was a known racist he married and even after she’s been outed as a bad person he’s like “yep hetero life my wife mwah”,0
5780,Girl who promised me this scotch? You know what I want and I have what you need.,0
4722,@mario_delgado @lopezobrador_ That's violating the law not political will.... Corrupt,0
4091,"@lahoragt Viceoresidente Castillo, don't be a jerk, you are already 15 years old. The protesters who were left in one piece, I think there's one dead and the assault on women, don't you think that's enough?",0
3641,"I have uploaded a series of stories to instagram, wonderful by the way, and several men have jumped me with a #NotAllMen. That is why, for those interested, I recommend reading this article https://t.co/tsDcCY99U3 Not suitable for sensitive sexists.",0
4454,"And he didn't just study the language for a year, four years. With a COMPLETE degree too... where all the good men have gone oy",0
4394,When you're studying ambiguous laws and there's a little lady who wants to get your attention anyway. #Sansa doingSansa https://t.co/A0UG43T0HW,0
5916,"@Matheons Ok, but I recommend you not to use the feminazi form to express yourself because the Spanish language is perfect and avoids ridicule. It is also a nonsense that obscures the message to be transmitted. And that's the point.",0
2547,"@Marcellinha_Mor Tomorrow, January 1, the most beautiful woman in this world was born. And I want to be among the first to congratulate you. May you be very happy on such a special day. Happy birthday !, from the island of Tenerife - Canary Islands - Spain.",0
739,I lie beneath my weighted blanket and imagine I am being pressed to death following a trial in a Puritan colony where I was found guilty of witchcraft. “More weight!” I cry out softly. The sleep that follows is dreamless.,0
6338,"@JairSGT26 @tatisgtx @mauszx @McSally14 @TwitterSecure @COFEPRIS Although legal, for fear or grief they would not go to specialized places, imagine the lady getting pregnant on an adventure as her relatives will see it, it is not a contraceptive method, and if there are cases that actually merit it, rapes, etc.",0
4348,"The @Admon_GobOax promotes equality, women's empowerment and violence prevention in all areas, through courses and workshops aimed at @GobOax staff, provides tools to strengthen gender equity. https://t.co/fGlOA1YBkH https://t.co/8UzRMhSTkz",0
2811,my new years resolution is to not argue with men about feminism,0
1181,"That victim card gon expire eventually, keep tht in mind",0
2812,Research tells us that queer men make ~25% less money than cishet men for the same work. Queer women don’t make less than cishet women b/c the gender pay gap already deducted their pay.Queer ppl live in poverty than cishet ppl. Queer ppl are more likely to be homeless. https://t.co/70FfZxPpvf,0
2810,You have so many of the American people behind you and I have been one of them through your whole term and I have lived by taking a man for his word I was always taught by my father a man is only as good as his word you are letting many of your people down we all need help,0
175,"No such thing as a ugly billionaire, I’m cute",0
2123,A pic of me and my child in celebration of 1k...thank u so much I look ugly so ignore that https://t.co/bCY71BRvmJ,0
4686,I thought that scum was already with Satan... https://t.co/CvHQlDSgA0,0
4087,Alert Redpills Inside INTERVIEWED MAN DAY (19 NOVEMBER & MASCULINISM) https://t.co/QkpNyg7VG7 via @YouTube,0
6314,"It makes me very funny (not to say that I embarrass a chingo) the scientific mansplaining, today we come across the article: ""Androcentrism, science and philosophy of science"" +",0
1685,@UnicornHairz I mean either A: They are actually sexist and are beyond help so they don't deserve your attention/time or B: they are just trying to get a reaction/piss you off so giving them that will just give them exactly what they want. Ppl can call me w.e the want from behind a mute lol,0
5118,"About 1,200 people have been trained by the staff of @ISMujeressonora in the application of the Model Protocol to Prevent and Treat Sexual Harassment and Harassment in different areas... @governmentsonora @ClaudiaPavlovic https://t.co/KuuWhTICBu https://t.co/nfsTiYxlsj",0
3867,"I want to fuck the bimbo bear, its delicious curves excite me too much, so much that they make me reach the orgasm of just seeing them, I would like to spank their white and soft fuck pomps you have me insane and I can not see you in the supermarket because it gets hard",0
25,@KimLavish_ Please always take care of yourself as times are getting hard around the world. You are one of the most beautiful women GOD ever made.  Hope this reaches you.https://t.co/uPhXYNaYMB https://t.co/NesAn9p2OA,0
3485,It's impressive as something as fantastic as the satisfier becomes a torture device in a man's hands.,0
1179,(i won't color her cause my laptop's screen sucks lol),0
5196,"@iaritzacontzei Miss, I don't follow you, but I got a couple of tweets from you, and I couldn't help but see that you put ""Lisence"" on them.As twitter is service, I tell you, it's ""LICENCE"" I tell you because I'm half good people and also half hdp. Have a good license.",0
4385,@doppominx My lyrics are so ugly that my physics chemistry teacher asked me if I wanted to study medicine https://t.co/XpVcRshyo5,0
2579,"@HassieHarrison It's the final Wednesday of 2020 today!That means one last #WCW of the year&amp; it definitely goes out to you, Hassie!And why wouldn't it go out to you!You're one of the most BEAUTIFUL&amp; TALENTED women in the WORLD!You're simply &amp; truly PHENOMENAL!  https://t.co/Moj3axnYT9",0
3768,"[00:00] tae de mi joon @innerswan_ I love you very much my child. I am very happy to have had the opportunity to meet a person as fantastic as you, I am proud of you as long as you know, my little angel, I adore you a lot https://t.co/bYJirxVbaL",0
5041,Please make trending #AZTECANOTICS #TELEMUNDO#NEWSTELEVISA#TELEDIARY#PFPapoya #pgj #Government of the State #PFP #PGR#CNDH #yositecreo #no less #IACHR #CDMX #SEDENA #DIF #Protection ProgramaaMenores #National Guard#NIUNAMENOS,0
31,"I love poetry books, so I’m reading the one i have on this plane flight and one of the flight attendants (black women) goes “it’s good to see a brotha reading something that’s is so deep”",0
4175,#YoSiTe Creo#We raiseOur VoiceAna Cristina Barragán on Instagram: “This is my public denunciation of the aggressions I lived for two years by Mateo K. I don’t want more women to go through this. ...” https://t.co/K1vqrbtm7A,0
4498,"I believe that many of the people against abortion have a repressed envy, as they could never consider it as an option for the “scathing” and “morally wrong” of the issue, beyond legality.",0
2451,"This is the piece here. There are several issues with it, but the absence of bodies is noticeablehttps://t.co/9GhdoICZWU",0
6884,Looking at the photos of the new year from 2017 to 2018 I realize how fat I can get to be.,0
851,"@alternateameera Any guy would actually knowing you guys were going at it like bunnies only recently and now remaining friends. You may call me a sexist but I think you have your part to play in this, maybe stop seeing masses dude for a while la, everything's new and precarious now",0
3210,"#MGTOWFor a Happy, happy life :D https://t.co/Rf07glIhWl",0
4003,Anyway @Twitter you've got me to the tip of the pussy seriously up to the dick that you don't let me send messages that give you moronic,0
1113,"@TheThembo @theymerSophie How many bad drugs are required to post something this moronic? Men are not women, however much they enjoy it. Getting a hard on while wearing women's clothes doesn't make you a woman.",0
895,@RussianDomina @fetish_chamber Something familiar about that slapper....,0
110,"You know the world is a hot mess when a girl on tiktok makes +$10k for a 10sec vid of her pulling faces, not particularly uniquely either.You all know people do that to try make babies laugh... right?",0
6893,"At @Coparmex we are committed, by conviction and at the statutory level, to substantive equality. Among our professionals, the majority of managerial positions are held by women. Among the volunteers, about 30% of the leaders are women. #Coparmex2016_2020 https://t.co/6gF5DkK94K",0
6518,"Today is not a women's shopping day but at @farmarrocha 50th Street, there is a young woman who buys things for them and delivers them to them outside. Isn't that the same pod?",0
6852,@Milenio @mileniotv @MarkoCortes @AcciónNacional / @alitomorenoc @PRI_National:They need to open their minds and include minorities as are the #LGBTTTI community and the women of Mexico. And what is a TRUE inclusion?,0
1791,The girl I smoked with for the first time in the East mall parking lot while jipping wants to order a tray lol full circle baby,0
1158,"@GhostOfTetra @FilthierCoffee1 @bee_supporter @macyouloveme @eggboypriestman For instance, as a trans woman I recognize that while *I* despise rapists and pedophiles terfs *love* to libelously label us as such, so if their profane cause makes much more headway it'd mean thousands of innocent trans folx being tortured under a guise of scientific inquiry.",0
2659,Let’s get another play or two maybe to end the night,0
2466,@KylePlantEmoji @MNateShyamalan He's manspreading to air out the boys,0
4387,@rexhabots deserves*,0
1534,@_TwistTheKnife_ girl what,0
4371,"#ReturnWithTuExMega ""a part of the Chilean people sees you as dead and mojigata fly"" ""the supposed Chilean people"" = the aylen and the oriana.",0
4112,One man asked me “the ice cream that my wife likes?” and as a short girl replied “sambayon I don’t have” he goes to know what flavor the lady likes.,0
5059,"@security_vital @alftrivi @DGtes @CGHIRSCHFELD @policeboadilla @ACPspain @PabloMunozCa @La1_tve I am a ""specialist"" in denouncing violations committed against cyclists in Madrid. Let's see when cyclists leave victimism and do a little bit of justice. Impunity, manufactures the exclusion and confinement of cyclists.",0
4325,Tell a person who has lost a relative and/or closed his business that this Christmas is the best because he gets rid of scrubbing... Anyway.,0
993,To all my friends who’d make fun of me for being fat in hs... fuck you https://t.co/PDQNEXpZUE,0
6089,It's a beautiful day to see chapter 7 of season 16 of greys anatomy where they give you the option to abort a woman who doesn't want to be a mother and tried to abort with a blow,0
906,@tedcruz @AOC Interesting to see so many people blame the Senate on this post for not passing the Heroes Act. As if the Senate didn't pass even larger bills than this one that the House refused. I mean...you really have to try hard to pretend it was all the Senate's fault.,0
2526,"Non-Black women ain't gonna put up with all them issues Black men have either.  Maybe Latina, but that's because they stupid and don't know no better.",0
4575,"@marita_molina4 Be dedicated to managing your university, deceiving the population (university) for that is very good and don't go messing up an entire nation, just like or worse than the communists.#AwakePeru!!Oh, my God!",0
3614,"@SofiaBRebel villa, Spanish, stereo soda, strong and determined woman",0
4351,Bigmouth talking about rape culture is all the kids need to go to high school.,0
2698,STOP ITS UNLOCKING REPRESSED MEMORIES I REALLY JUST WANT TI KEEP THOSE LOCKED AWYZXNZH https://t.co/lF2TRb11S0,0
3480,Thank you for supporting women who need it most https://t.co/bq2I4IDIkl,0
6903,P-but you also obedient.- He said putting his head back for a couple of seconds for the great pleasure he felt thanks to his wife as well as shunning his back a little so gradually regaining composure but with his agitated breathing and accelerated pulse-Ah.. https://t.co/XO4UOM2TVE,0
6169,"Narcisa Sinche in her presentation ""Construction of collective identities in feminist protests on social networks. A technofeminist look at #MeToo in Mexico and #NoMothers children in Ecuador. @communicationUIA #PhD Colloquium https://t.co/YnLfs62qSH",0
4076,"According to the study we have carried out through the State Observatory of Brain Damage, 63% of people with #DañoCerebral have been discriminated against because of their disability; with a higher percentage of women than men.#DiadelaDisability #Disability https://t.co/UNdOjXnNpk",0
6360,"Tia you literally look like a Vox neon4s voter! of those that will hit m4r and k0nes, trans women and racialized people after having a few beers with c0c4in4 and spitting from waiter https://t.co/ASBlybkHup",0
816,@glenmeredith @MoSalah Met him down heathrow before,0
1060,@scrotalayheehoo @RockatanskyMFP @apefaceoo1 @nypost here you potato I’ll spell it out for you. No teenagers democrat and republicans alike are saving themselves for marriage. And if you do you are either a jesus freak or have no skills talking to women and use it as an excuse. You understand now pea brain?,0
3978,Being a mom is one of life's most beautiful experiences but if you doubt the responsibility of having a child is also the most difficult.Physical and psychological changes during pregnancy are abrupt and all women deserve to decide about their body #SeraLey,0
1626,Wahit is lunar face helpful to the people and like. Making good changes while also being a super mega ultra gold digger or,0
2478,@JoshHarris91 @unitedwarrior6 @Kevwafc19701 @FazStuart @PKendrickWIG @WiganCouncil @PWilkinsonWIG My understanding is that the soccer dome is owned by Heron holdings (which is Whelan’s daughter). What is Park life? I haven’t heard of that?,0
6025,"@whip1954 @Agustn29179954 @GirautaOfficial They cannot be compared, to some they are criticized for bad management, just like any politician and others, they are harassed for defending women's rights. If you're unable to understand that, little more can we move forward.",0
4329,"Find out first what euthanasia is, what people it applies to and then and only then do you give the fucking opinion that no one has asked you. And yes, women can't go out at night because they rape us. And yes, we cannot change the province because there is a fucking pandemic https://t.co/HzdROaP3J6",0
2820,"@shayxonline As long as it’s not a hair follicle test you can fake the shit outta that. Go get a cleanse and if you don’t pee clean after that, grab some fake pee or have some other woman that doesn’t do drugs, pee for you",0
3685,"@FRA305MJU86 @SUSANAMMLPQTP @Agoslagos19 @MascioNorberto And how to fight unwanted pregnancies?? I know! Vasectomy for ALL men, even if they don't want it.",0
4635,"Digital violence is harassment, harassment, dissemination of material with sexual content, on the internet without the consent of the person, affects dignity, integrity, security, free development and life project, warned instructor @CODHEM Venus Xóchitl Araujo Millán https://t.co/oDEHjTHQjw",0
4567,@soyeltibio You still get to get down in the thread is screwing a certain person. I'm not interested in thinking about masculinism because I don't know him.,0
600,Funny how all the boroughs are all screaming and shouting. But not one has bothered to sort anything out within those boroughs. JUST BLAME GOVERNMENT. BUT HAPPY TAKING YOUR SALARIES FOR DOING NOTHING TOWARDS CARONA. Just talk about the poor and do nothing.,0
683,@SlurpingSlugs join the call ass,0
273,The ultimate cock block https://t.co/5TMkixX3vx,0
40,"""On Tuesday, Eritrean forces killed 81 civilians who were hiding in the Al-Nejashi mosque,"" a woman from the Tigray town of Negash tells me over the phone. She managed to escape the massacre &amp; arrived in Mekele, last Wednesday after walking 4 more than 10https://t.co/ABxHzFX9kR",0
